ticket_id,ticket_priority,ticket_assignee_id,ticket_manager_id,ticket_assignee_dept,ticket_creation_day,ticket_completion_time
10008035,critical,15,110,Development,Saturday,86.09894286
10008036,high,2,107,Manufacturing,Friday,166.2674431
10008037,critical,1,103,Administrative,Tuesday,32.94095593
10008038,low,10,107,Manufacturing,Monday,117.6955414
10008039,high,12,110,Development,Wednesday,58.58534225
10008040,high,9,107,Manufacturing,Monday,63.61982291
10008041,critical,9,107,Manufacturing,Wednesday,76.90637728
10008042,low,17,106,Commercial,Sunday,106.7124324
10008043,low,7,106,Commercial,Saturday,126.0720032
10008044,high,7,106,Commercial,Friday,143.3339803
10008045,low,10,107,Manufacturing,Monday,171.7574295
10008046,low,8,106,Commercial,Monday,140.0864284
10008047,medium,15,110,Development,Thursday,98.14414221
10008048,critical,7,106,Commercial,Wednesday,36.9905168
10008049,medium,1,103,Administrative,Sunday,158.6979124
10008050,medium,6,108,Commercial,Wednesday,98.55955058
10008051,high,11,104,Research,Tuesday,76.51109541
10008052,high,18,111,Manufacturing,Monday,139.984373
10008053,critical,11,104,Research,Monday,106.9454604
10008054,low,2,107,Manufacturing,Thursday,169.3875827
10008055,medium,15,110,Development,Saturday,116.5467336
10008056,critical,5,110,Development,Friday,136.0873914
10008057,low,7,106,Commercial,Monday,130.4056888
10008058,low,11,104,Research,Monday,92.69108585
10008059,medium,2,107,Manufacturing,Monday,139.066084
10008060,high,1,103,Administrative,Thursday,61.10052419
10008061,high,16,108,Commercial,Monday,60.09734452
10008062,high,7,106,Commercial,Wednesday,74.06188815
10008063,high,12,110,Development,Monday,105.6813486
10008064,medium,8,106,Commercial,Wednesday,91.78541384
10008065,critical,11,104,Research,Tuesday,43.09950718
10008066,high,2,107,Manufacturing,Wednesday,69.75321185
10008067,critical,16,108,Commercial,Saturday,111.797422
10008068,critical,7,106,Commercial,Sunday,57.81419819
10008069,medium,19,108,Commercial,Sunday,79.35703106
10008070,high,7,106,Commercial,Monday,79.58900309
10008071,critical,15,110,Development,Tuesday,28.71555085
10008072,low,14,110,Development,Tuesday,149.3587303
10008073,medium,1,103,Administrative,Sunday,81.3403641
10008074,low,15,110,Development,Monday,122.2236695
10008075,high,8,106,Commercial,Tuesday,74.5792655
10008076,medium,5,110,Development,Friday,152.3458877
10008077,critical,9,107,Manufacturing,Wednesday,68.91110548
10008078,medium,17,106,Commercial,Sunday,127.4870045
10008079,low,19,108,Commercial,Friday,205.2666231
10008080,critical,14,110,Development,Monday,88.21805133
10008081,low,1,103,Administrative,Tuesday,137.069894
10008082,low,15,110,Development,Tuesday,117.7691839
10008083,high,19,108,Commercial,Tuesday,112.4811221
10008084,low,15,110,Development,Wednesday,91.6449769
10008085,critical,13,112,Commercial,Saturday,97.13060909
10008086,low,9,107,Manufacturing,Saturday,117.4621545
10008087,medium,7,106,Commercial,Friday,126.4840925
10008088,critical,11,104,Research,Friday,149.3860518
10008089,high,19,108,Commercial,Tuesday,119.7101
10008090,critical,1,103,Administrative,Monday,98.70164777
10008091,critical,16,108,Commercial,Sunday,117.4203419
10008092,critical,10,107,Manufacturing,Friday,141.7831461
10008093,critical,9,107,Manufacturing,Wednesday,59.50467545
10008094,medium,8,106,Commercial,Thursday,146.0415341
10008095,low,9,107,Manufacturing,Sunday,98.81198999
10008096,medium,4,112,Commercial,Tuesday,149.5715436
10008097,low,18,111,Manufacturing,Monday,176.9913244
10008098,medium,16,108,Commercial,Saturday,98.13309866
10008099,low,18,111,Manufacturing,Monday,95.10832452
10008100,low,16,108,Commercial,Tuesday,96.02046433
10008101,high,5,110,Development,Tuesday,101.2165117
10008102,medium,11,104,Research,Thursday,155.5799839
10008103,high,11,104,Research,Wednesday,136.6294528
10008104,critical,10,107,Manufacturing,Tuesday,80.7018915
10008105,high,11,104,Research,Thursday,97.86158862
10008106,high,17,106,Commercial,Wednesday,126.7840709
10008107,low,2,107,Manufacturing,Sunday,134.4378678
10008108,high,10,107,Manufacturing,Thursday,108.9175442
10008109,medium,2,107,Manufacturing,Saturday,88.97483654
10008110,critical,4,112,Commercial,Wednesday,80.19299758
10008111,medium,18,111,Manufacturing,Thursday,144.7736057
10008112,high,3,105,Administrative,Tuesday,102.1055759
10008113,medium,11,104,Research,Wednesday,137.457803
10008114,low,6,108,Commercial,Thursday,121.8626344
10008115,medium,12,110,Development,Sunday,66.02240619
10008116,low,7,106,Commercial,Wednesday,98.82371708
10008117,high,15,110,Development,Friday,71.67083078
10008118,critical,8,106,Commercial,Wednesday,66.01884553
10008119,high,18,111,Manufacturing,Tuesday,62.88363707
10008120,medium,9,107,Manufacturing,Monday,111.7031867
10008121,critical,4,112,Commercial,Monday,109.1032889
10008122,critical,12,110,Development,Thursday,87.1626433
10008123,critical,12,110,Development,Monday,105.1604947
10008124,critical,19,108,Commercial,Friday,80.91776374
10008125,low,15,110,Development,Wednesday,149.0538094
10008126,high,2,107,Manufacturing,Wednesday,61.60563808
10008127,critical,13,112,Commercial,Tuesday,78.44687181
10008128,low,14,110,Development,Sunday,131.2609021
10008129,medium,18,111,Manufacturing,Wednesday,111.4068916
10008130,low,13,112,Commercial,Friday,151.9901698
10008131,low,9,107,Manufacturing,Sunday,129.1030127
10008132,medium,19,108,Commercial,Friday,148.3537618
10008133,low,2,107,Manufacturing,Monday,135.1195838
10008134,low,8,106,Commercial,Monday,125.7715591
10008135,critical,13,112,Commercial,Wednesday,107.9198748
10008136,medium,13,112,Commercial,Monday,78.05595457
10008137,critical,14,110,Development,Friday,57.44517316
10008138,critical,18,111,Manufacturing,Monday,58.55349568
10008139,critical,13,112,Commercial,Wednesday,39.14614752
10008140,medium,16,108,Commercial,Friday,190.3860109
10008141,medium,11,104,Research,Thursday,113.5240334
10008142,low,4,112,Commercial,Wednesday,90.36329344
10008143,medium,3,105,Administrative,Friday,153.9854902
10008144,high,18,111,Manufacturing,Wednesday,99.56673483
10008145,critical,16,108,Commercial,Wednesday,98.19595846
10008146,low,11,104,Research,Friday,140.3090218
10008147,medium,16,108,Commercial,Saturday,138.317887
10008148,medium,2,107,Manufacturing,Saturday,155.0820905
10008149,medium,5,110,Development,Thursday,68.82106725
10008150,high,14,110,Development,Friday,137.4248115
10008151,high,19,108,Commercial,Monday,68.14797815
10008152,critical,9,107,Manufacturing,Monday,87.30411888
10008153,medium,4,112,Commercial,Monday,76.68021281
10008154,medium,9,107,Manufacturing,Thursday,100.3172432
10008155,high,16,108,Commercial,Saturday,77.09387758
10008156,high,8,106,Commercial,Saturday,94.59169761
10008157,critical,19,108,Commercial,Monday,123.5363887
10008158,medium,7,106,Commercial,Saturday,104.2035748
10008159,low,11,104,Research,Sunday,100.8662733
10008160,high,19,108,Commercial,Wednesday,137.3826388
10008161,medium,1,103,Administrative,Thursday,131.9457266
10008162,low,12,110,Development,Monday,153.6916955
10008163,critical,10,107,Manufacturing,Wednesday,78.14768212
10008164,critical,5,110,Development,Sunday,49.49044842
10008165,low,12,110,Development,Tuesday,135.1936078
10008166,medium,13,112,Commercial,Tuesday,162.3855997
10008167,low,4,112,Commercial,Thursday,110.4705559
10008168,critical,13,112,Commercial,Tuesday,84.35386095
10008169,high,12,110,Development,Thursday,72.11784691
10008170,medium,3,105,Administrative,Monday,156.5852465
10008171,critical,3,105,Administrative,Monday,69.50875323
10008172,high,13,112,Commercial,Friday,158.6688871
10008173,critical,2,107,Manufacturing,Sunday,79.50623377
10008174,medium,13,112,Commercial,Friday,142.3193689
10008175,medium,18,111,Manufacturing,Saturday,87.56775321
10008176,low,2,107,Manufacturing,Wednesday,98.7898382
10008177,medium,3,105,Administrative,Thursday,118.8483115
10008178,high,19,108,Commercial,Thursday,81.17174848
10008179,medium,6,108,Commercial,Thursday,100.4396359
10008180,low,3,105,Administrative,Tuesday,114.6795839
10008181,medium,1,103,Administrative,Saturday,113.592081
10008182,critical,4,112,Commercial,Wednesday,94.49473723
10008183,medium,16,108,Commercial,Thursday,95.13334116
10008184,low,17,106,Commercial,Saturday,177.4057508
10008185,high,4,112,Commercial,Wednesday,128.3333641
10008186,medium,5,110,Development,Thursday,144.5720931
10008187,critical,14,110,Development,Saturday,72.51724907
10008188,critical,10,107,Manufacturing,Tuesday,71.57647698
10008189,medium,5,110,Development,Saturday,92.56051584
10008190,medium,8,106,Commercial,Saturday,129.5256093
10008191,critical,17,106,Commercial,Sunday,93.21431282
10008192,high,17,106,Commercial,Tuesday,74.42162246
10008193,critical,4,112,Commercial,Friday,68.55530772
10008194,high,15,110,Development,Wednesday,72.3179721
10008195,high,16,108,Commercial,Thursday,133.4087613
10008196,low,15,110,Development,Sunday,91.08321083
10008197,low,16,108,Commercial,Sunday,137.57966
10008198,high,9,107,Manufacturing,Wednesday,75.31772038
10008199,medium,19,108,Commercial,Sunday,73.16132937
10008200,low,19,108,Commercial,Wednesday,133.5153768
10008201,medium,3,105,Administrative,Thursday,156.0120983
10008202,low,6,108,Commercial,Thursday,146.2325648
10008203,medium,3,105,Administrative,Saturday,148.9799868
10008204,high,10,107,Manufacturing,Saturday,101.112812
10008205,medium,14,110,Development,Monday,90.36569664
10008206,high,6,108,Commercial,Sunday,114.3173222
10008207,critical,17,106,Commercial,Friday,80.32230291
10008208,medium,6,108,Commercial,Monday,123.1626647
10008209,high,11,104,Research,Friday,94.52807324
10008210,high,1,103,Administrative,Friday,91.32421325
10008211,medium,16,108,Commercial,Monday,130.5523191
10008212,low,9,107,Manufacturing,Saturday,116.3848292
10008213,high,16,108,Commercial,Monday,93.02851871
10008214,low,18,111,Manufacturing,Saturday,117.1802454
10008215,medium,9,107,Manufacturing,Saturday,139.5323253
10008216,critical,12,110,Development,Wednesday,71.01861536
10008217,high,17,106,Commercial,Sunday,87.18921128
10008218,medium,14,110,Development,Wednesday,97.1115702
10008219,high,13,112,Commercial,Monday,100.4197921
10008220,high,19,108,Commercial,Sunday,102.5471279
10008221,high,12,110,Development,Thursday,114.2538214
10008222,low,4,112,Commercial,Saturday,127.7821975
10008223,low,19,108,Commercial,Thursday,182.9542314
10008224,critical,13,112,Commercial,Tuesday,83.92740157
10008225,low,7,106,Commercial,Friday,144.4344275
10008226,medium,1,103,Administrative,Thursday,76.80105563
10008227,high,9,107,Manufacturing,Thursday,113.7834648
10008228,low,17,106,Commercial,Monday,159.3098469
10008229,high,2,107,Manufacturing,Sunday,128.1370362
10008230,high,7,106,Commercial,Monday,86.8262166
10008231,critical,11,104,Research,Sunday,69.68386252
10008232,low,16,108,Commercial,Friday,214.3260684
10008233,low,17,106,Commercial,Monday,93.3997775
10008234,medium,18,111,Manufacturing,Wednesday,148.3839966
10008235,low,17,106,Commercial,Saturday,159.0024399
10008236,critical,9,107,Manufacturing,Sunday,61.84982269
10008237,medium,13,112,Commercial,Tuesday,108.4258288
10008238,medium,15,110,Development,Friday,176.9841377
10008239,high,13,112,Commercial,Tuesday,91.2106401
10008240,medium,13,112,Commercial,Thursday,110.4632021
10008241,medium,9,107,Manufacturing,Sunday,76.54892163
10008242,high,1,103,Administrative,Wednesday,84.95310878
10008243,high,3,105,Administrative,Tuesday,51.32419017
10008244,high,16,108,Commercial,Friday,167.4061431
10008245,critical,6,108,Commercial,Thursday,34.5838141
10008246,high,8,106,Commercial,Saturday,109.2182217
10008247,critical,3,105,Administrative,Wednesday,112.6070613
10008248,low,1,103,Administrative,Monday,144.2302937
10008249,low,12,110,Development,Thursday,103.7929176
10008250,low,13,112,Commercial,Monday,118.9908198
10008251,high,8,106,Commercial,Sunday,65.65029274
10008252,critical,16,108,Commercial,Sunday,71.76073098
10008253,high,18,111,Manufacturing,Sunday,129.789217
10008254,critical,6,108,Commercial,Sunday,44.28859339
10008255,low,13,112,Commercial,Monday,106.4680387
10008256,medium,16,108,Commercial,Tuesday,75.80707843
10008257,critical,7,106,Commercial,Sunday,82.00934347
10008258,high,3,105,Administrative,Wednesday,126.5953461
10008259,critical,10,107,Manufacturing,Tuesday,48.18783933
10008260,high,15,110,Development,Monday,86.63113282
10008261,critical,16,108,Commercial,Monday,111.3401686
10008262,critical,3,105,Administrative,Friday,91.7820535
10008263,low,1,103,Administrative,Sunday,93.97302115
10008264,low,9,107,Manufacturing,Tuesday,134.2551926
10008265,low,2,107,Manufacturing,Saturday,170.5984152
10008266,low,8,106,Commercial,Tuesday,145.9972198
10008267,high,9,107,Manufacturing,Sunday,88.40070789
10008268,medium,5,110,Development,Thursday,108.1819008
10008269,high,17,106,Commercial,Monday,135.9557283
10008270,medium,10,107,Manufacturing,Monday,70.7095537
10008271,medium,18,111,Manufacturing,Wednesday,120.5043963
10008272,critical,19,108,Commercial,Wednesday,68.437401
10008273,medium,16,108,Commercial,Tuesday,115.9222461
10008274,low,2,107,Manufacturing,Sunday,98.26737624
10008275,high,14,110,Development,Friday,92.95263767
10008276,high,18,111,Manufacturing,Friday,92.73503629
10008277,high,15,110,Development,Friday,94.35146198
10008278,medium,8,106,Commercial,Friday,122.004925
10008279,high,16,108,Commercial,Thursday,119.0759497
10008280,medium,1,103,Administrative,Tuesday,77.62827779
10008281,high,10,107,Manufacturing,Tuesday,120.7707101
10008282,high,12,110,Development,Saturday,44.56410778
10008283,high,13,112,Commercial,Thursday,120.3692517
10008284,critical,17,106,Commercial,Thursday,78.08889853
10008285,low,14,110,Development,Thursday,143.616056
10008286,low,10,107,Manufacturing,Wednesday,125.2297009
10008287,critical,5,110,Development,Wednesday,12.64946663
10008288,low,18,111,Manufacturing,Tuesday,162.079045
10008289,medium,16,108,Commercial,Thursday,108.6185095
10008290,low,18,111,Manufacturing,Tuesday,98.52122961
10008291,medium,5,110,Development,Saturday,94.00643372
10008292,medium,17,106,Commercial,Sunday,90.41732213
10008293,critical,12,110,Development,Friday,61.44436542
10008294,medium,15,110,Development,Friday,160.4827652
10008295,low,16,108,Commercial,Monday,128.8115939
10008296,medium,13,112,Commercial,Wednesday,102.6204098
10008297,low,6,108,Commercial,Tuesday,132.3993609
10008298,critical,1,103,Administrative,Thursday,57.64880049
10008299,low,14,110,Development,Wednesday,79.39354696
10008300,critical,19,108,Commercial,Wednesday,66.03096812
10008301,low,6,108,Commercial,Sunday,172.1562331
10008302,low,3,105,Administrative,Friday,201.3497916
10008303,low,13,112,Commercial,Tuesday,155.7319657
10008304,medium,15,110,Development,Thursday,79.89627215
10008305,low,10,107,Manufacturing,Wednesday,114.6625524
10008306,high,7,106,Commercial,Thursday,81.01370147
10008307,medium,11,104,Research,Tuesday,154.890669
10008308,critical,13,112,Commercial,Wednesday,105.054348
10008309,critical,14,110,Development,Wednesday,53.70456894
10008310,medium,10,107,Manufacturing,Thursday,127.6840515
10008311,medium,8,106,Commercial,Friday,153.5965968
10008312,medium,15,110,Development,Sunday,119.310094
10008313,critical,1,103,Administrative,Tuesday,105.9348846
10008314,low,3,105,Administrative,Thursday,151.274962
10008315,medium,16,108,Commercial,Tuesday,126.1336552
10008316,critical,12,110,Development,Tuesday,36.20032353
10008317,high,17,106,Commercial,Saturday,143.693218
10008318,critical,1,103,Administrative,Friday,126.5041048
10008319,low,13,112,Commercial,Wednesday,146.805185
10008320,high,17,106,Commercial,Sunday,136.617923
10008321,critical,2,107,Manufacturing,Monday,99.87672927
10008322,low,17,106,Commercial,Tuesday,171.4213762
10008323,low,15,110,Development,Wednesday,135.8422875
10008324,critical,3,105,Administrative,Monday,121.7348174
10008325,low,10,107,Manufacturing,Sunday,153.3020699
10008326,high,14,110,Development,Sunday,73.61092454
10008327,high,10,107,Manufacturing,Thursday,68.77431539
10008328,low,2,107,Manufacturing,Saturday,183.5254456
10008329,critical,2,107,Manufacturing,Sunday,46.26018949
10008330,high,7,106,Commercial,Friday,153.3270164
10008331,high,12,110,Development,Saturday,127.8561997
10008332,low,1,103,Administrative,Wednesday,180.5920315
10008333,medium,17,106,Commercial,Saturday,122.6039134
10008334,medium,2,107,Manufacturing,Thursday,117.2450078
10008335,medium,5,110,Development,Wednesday,73.64157086
10008336,critical,16,108,Commercial,Thursday,30.65033843
10008337,high,11,104,Research,Monday,100.8299651
10008338,medium,8,106,Commercial,Wednesday,78.47704007
10008339,low,12,110,Development,Wednesday,87.47222404
10008340,critical,15,110,Development,Sunday,52.07005879
10008341,critical,17,106,Commercial,Tuesday,102.5637062
10008342,high,16,108,Commercial,Sunday,83.14791212
10008343,medium,14,110,Development,Friday,144.6527686
10008344,low,7,106,Commercial,Friday,141.5285684
10008345,critical,16,108,Commercial,Tuesday,45.42664929
10008346,medium,13,112,Commercial,Thursday,110.0478631
10008347,medium,17,106,Commercial,Saturday,90.84772446
10008348,medium,11,104,Research,Thursday,120.4482158
10008349,low,10,107,Manufacturing,Monday,98.12834877
10008350,low,12,110,Development,Saturday,130.8651032
10008351,high,7,106,Commercial,Wednesday,136.665095
10008352,low,2,107,Manufacturing,Friday,204.607813
10008353,critical,11,104,Research,Saturday,48.32902211
10008354,high,14,110,Development,Monday,82.82739206
10008355,low,10,107,Manufacturing,Thursday,163.301073
10008356,high,12,110,Development,Monday,63.09534997
10008357,low,13,112,Commercial,Friday,153.0760011
10008358,high,6,108,Commercial,Saturday,63.89583437
10008359,critical,9,107,Manufacturing,Saturday,66.95649852
10008360,low,8,106,Commercial,Saturday,150.4005911
10008361,medium,19,108,Commercial,Wednesday,153.9347567
10008362,high,4,112,Commercial,Tuesday,64.57275442
10008363,medium,19,108,Commercial,Sunday,127.2809018
10008364,critical,15,110,Development,Tuesday,102.1525678
10008365,critical,19,108,Commercial,Monday,83.59972777
10008366,high,3,105,Administrative,Wednesday,116.7027172
10008367,high,5,110,Development,Sunday,106.5905168
10008368,medium,14,110,Development,Thursday,59.45563848
10008369,critical,10,107,Manufacturing,Thursday,108.6586851
10008370,low,2,107,Manufacturing,Wednesday,122.9887502
10008371,high,19,108,Commercial,Sunday,68.49104608
10008372,low,19,108,Commercial,Thursday,100.8408011
10008373,critical,9,107,Manufacturing,Monday,116.9090257
10008374,medium,12,110,Development,Monday,55.89408607
10008375,medium,11,104,Research,Monday,147.0058772
10008376,low,9,107,Manufacturing,Monday,175.4121479
10008377,low,3,105,Administrative,Wednesday,135.0104352
10008378,critical,14,110,Development,Monday,54.79974326
10008379,low,11,104,Research,Friday,191.4593226
10008380,high,9,107,Manufacturing,Wednesday,90.91889385
10008381,low,2,107,Manufacturing,Wednesday,169.32054
10008382,high,14,110,Development,Saturday,132.3990231
10008383,critical,1,103,Administrative,Sunday,118.9686914
10008384,low,15,110,Development,Friday,141.6334542
10008385,medium,12,110,Development,Friday,130.1139819
10008386,low,19,108,Commercial,Saturday,106.674276
10008387,medium,15,110,Development,Friday,100.9840855
10008388,low,5,110,Development,Thursday,96.83816833
10008389,medium,7,106,Commercial,Monday,122.274195
10008390,critical,2,107,Manufacturing,Sunday,86.36487748
10008391,high,9,107,Manufacturing,Thursday,98.05185084
10008392,critical,6,108,Commercial,Thursday,67.50169864
10008393,critical,17,106,Commercial,Wednesday,96.12107403
10008394,medium,11,104,Research,Monday,132.4764443
10008395,high,5,110,Development,Friday,127.1982588
10008396,low,17,106,Commercial,Wednesday,170.6866429
10008397,medium,9,107,Manufacturing,Saturday,130.9625297
10008398,medium,17,106,Commercial,Thursday,110.6502433
10008399,high,18,111,Manufacturing,Saturday,89.34564613
10008400,critical,12,110,Development,Friday,66.34790281
10008401,medium,15,110,Development,Wednesday,85.05035665
10008402,high,3,105,Administrative,Wednesday,61.81911993
10008403,low,15,110,Development,Friday,149.7870328
10008404,low,14,110,Development,Friday,192.0781512
10008405,high,5,110,Development,Sunday,71.54029572
10008406,medium,19,108,Commercial,Thursday,110.9771618
10008407,low,11,104,Research,Friday,169.7791983
10008408,low,19,108,Commercial,Sunday,109.0120786
10008409,low,14,110,Development,Thursday,157.3972331
10008410,critical,16,108,Commercial,Sunday,40.98896607
10008411,high,17,106,Commercial,Friday,175.0696284
10008412,critical,18,111,Manufacturing,Monday,56.56967162
10008413,medium,2,107,Manufacturing,Wednesday,152.4399072
10008414,low,4,112,Commercial,Saturday,163.5902825
10008415,low,11,104,Research,Friday,166.4420096
10008416,high,5,110,Development,Wednesday,111.540332
10008417,medium,2,107,Manufacturing,Monday,101.1029458
10008418,medium,17,106,Commercial,Thursday,149.1821453
10008419,high,16,108,Commercial,Monday,62.82268129
10008420,high,12,110,Development,Monday,58.20865815
10008421,high,4,112,Commercial,Monday,98.8248729
10008422,medium,4,112,Commercial,Wednesday,82.71689595
10008423,high,8,106,Commercial,Sunday,110.1724357
10008424,low,10,107,Manufacturing,Saturday,190.925658
10008425,high,18,111,Manufacturing,Monday,60.6837956
10008426,medium,8,106,Commercial,Friday,138.3083879
10008427,critical,5,110,Development,Tuesday,81.678754
10008428,high,5,110,Development,Monday,107.6538681
10008429,medium,9,107,Manufacturing,Wednesday,98.74301557
10008430,high,10,107,Manufacturing,Tuesday,62.02083784
10008431,critical,3,105,Administrative,Tuesday,84.13056174
10008432,critical,19,108,Commercial,Thursday,68.16677557
10008433,medium,4,112,Commercial,Monday,133.6910529
10008434,low,19,108,Commercial,Friday,199.3634462
10008435,high,16,108,Commercial,Thursday,81.92563223
10008436,low,3,105,Administrative,Saturday,175.3345044
10008437,high,15,110,Development,Tuesday,39.139009
10008438,medium,19,108,Commercial,Monday,141.1863814
10008439,low,8,106,Commercial,Wednesday,173.4743607
10008440,critical,8,106,Commercial,Friday,125.4342308
10008441,medium,18,111,Manufacturing,Wednesday,135.0922887
10008442,high,7,106,Commercial,Thursday,85.82799345
10008443,low,11,104,Research,Tuesday,106.3613302
10008444,high,17,106,Commercial,Monday,108.8043034
10008445,critical,4,112,Commercial,Saturday,78.74514325
10008446,low,11,104,Research,Sunday,111.7384764
10008447,medium,19,108,Commercial,Saturday,133.3297792
10008448,medium,18,111,Manufacturing,Friday,185.7867369
10008449,critical,7,106,Commercial,Sunday,70.62119737
10008450,critical,2,107,Manufacturing,Tuesday,114.6062064
10008451,critical,18,111,Manufacturing,Wednesday,92.79537257
10008452,medium,6,108,Commercial,Thursday,85.81743668
10008453,low,16,108,Commercial,Wednesday,135.6209071
10008454,critical,13,112,Commercial,Thursday,74.82212729
10008455,high,19,108,Commercial,Sunday,54.09911522
10008456,medium,4,112,Commercial,Sunday,108.6140596
10008457,medium,9,107,Manufacturing,Sunday,74.00555534
10008458,low,16,108,Commercial,Wednesday,167.1599733
10008459,high,14,110,Development,Saturday,130.6374029
10008460,critical,16,108,Commercial,Sunday,114.4336103
10008461,high,11,104,Research,Friday,155.948409
10008462,low,7,106,Commercial,Thursday,99.37036789
10008463,critical,15,110,Development,Thursday,40.44610343
10008464,high,13,112,Commercial,Wednesday,77.97816947
10008465,medium,19,108,Commercial,Wednesday,95.21907658
10008466,high,2,107,Manufacturing,Sunday,111.7630829
10008467,high,9,107,Manufacturing,Wednesday,88.27621018
10008468,medium,15,110,Development,Tuesday,64.51741716
10008469,medium,12,110,Development,Sunday,77.17771197
10008470,medium,6,108,Commercial,Tuesday,133.4567609
10008471,high,19,108,Commercial,Tuesday,55.78764388
10008472,low,4,112,Commercial,Sunday,137.6617161
10008473,medium,7,106,Commercial,Sunday,110.4645482
10008474,low,7,106,Commercial,Thursday,169.5138288
10008475,high,5,110,Development,Thursday,113.1802722
10008476,high,5,110,Development,Friday,109.8059741
10008477,medium,14,110,Development,Sunday,82.51351801
10008478,critical,19,108,Commercial,Saturday,108.8349215
10008479,high,11,104,Research,Sunday,94.46170913
10008480,critical,11,104,Research,Thursday,68.07384268
10008481,low,1,103,Administrative,Wednesday,178.2652449
10008482,high,3,105,Administrative,Sunday,134.2440201
10008483,high,15,110,Development,Friday,98.20383442
10008484,medium,5,110,Development,Saturday,136.971554
10008485,high,8,106,Commercial,Thursday,82.74051283
10008486,medium,8,106,Commercial,Tuesday,108.6298013
10008487,critical,4,112,Commercial,Monday,65.03450125
10008488,critical,4,112,Commercial,Saturday,51.33262677
10008489,medium,1,103,Administrative,Saturday,148.2167677
10008490,critical,17,106,Commercial,Monday,111.2311018
10008491,critical,16,108,Commercial,Monday,93.58130992
10008492,low,1,103,Administrative,Monday,159.3980314
10008493,low,6,108,Commercial,Wednesday,172.5158979
10008494,critical,8,106,Commercial,Monday,113.9660435
10008495,low,14,110,Development,Thursday,145.27203
10008496,medium,9,107,Manufacturing,Sunday,121.3091716
10008497,low,7,106,Commercial,Thursday,131.6360615
10008498,high,12,110,Development,Thursday,37.54951524
10008499,low,19,108,Commercial,Friday,170.0175697
10008500,high,7,106,Commercial,Monday,73.39409084
10008501,medium,1,103,Administrative,Monday,116.9967006
10008502,high,7,106,Commercial,Sunday,60.48852865
10008503,critical,13,112,Commercial,Thursday,76.02352882
10008504,critical,17,106,Commercial,Saturday,57.3151901
10008505,medium,15,110,Development,Monday,58.44407051
10008506,medium,7,106,Commercial,Friday,109.7651547
10008507,high,15,110,Development,Friday,69.6027171
10008508,low,5,110,Development,Wednesday,115.8421898
10008509,medium,5,110,Development,Tuesday,84.48445852
10008510,medium,16,108,Commercial,Thursday,88.29180551
10008511,critical,16,108,Commercial,Wednesday,114.0391544
10008512,critical,9,107,Manufacturing,Friday,101.8304587
10008513,medium,1,103,Administrative,Wednesday,73.97612282
10008514,low,14,110,Development,Tuesday,82.57572742
10008515,critical,16,108,Commercial,Wednesday,72.14168472
10008516,high,19,108,Commercial,Wednesday,90.33239346
10008517,high,18,111,Manufacturing,Saturday,140.8122552
10008518,low,16,108,Commercial,Tuesday,120.6053951
10008519,low,1,103,Administrative,Sunday,161.3732219
10008520,critical,8,106,Commercial,Thursday,37.13809294
10008521,medium,10,107,Manufacturing,Saturday,141.9458574
10008522,critical,7,106,Commercial,Saturday,131.3525978
10008523,high,4,112,Commercial,Wednesday,102.992951
10008524,medium,12,110,Development,Thursday,122.1693171
10008525,low,12,110,Development,Monday,91.76970994
10008526,medium,4,112,Commercial,Thursday,120.7897727
10008527,low,10,107,Manufacturing,Tuesday,170.672343
10008528,low,6,108,Commercial,Thursday,169.1700073
10008529,high,8,106,Commercial,Saturday,68.26059482
10008530,critical,12,110,Development,Thursday,65.0458722
10008531,low,5,110,Development,Friday,114.5279602
10008532,medium,14,110,Development,Wednesday,137.6422209
10008533,high,14,110,Development,Tuesday,46.34090656
10008534,critical,4,112,Commercial,Sunday,93.14496172
10008535,low,16,108,Commercial,Wednesday,97.26818078
10008536,high,13,112,Commercial,Monday,134.5702511
10008537,critical,18,111,Manufacturing,Wednesday,53.71910556
10008538,medium,2,107,Manufacturing,Sunday,137.6625798
10008539,high,14,110,Development,Wednesday,56.65162032
10008540,low,10,107,Manufacturing,Thursday,127.2499789
10008541,critical,15,110,Development,Friday,97.57818787
10008542,low,18,111,Manufacturing,Friday,140.3921931
10008543,medium,14,110,Development,Tuesday,115.2752637
10008544,critical,11,104,Research,Monday,118.5821404
10008545,medium,10,107,Manufacturing,Thursday,132.2513783
10008546,critical,13,112,Commercial,Friday,105.1916352
10008547,high,17,106,Commercial,Monday,64.52432576
10008548,high,8,106,Commercial,Saturday,74.15906746
10008549,high,16,108,Commercial,Monday,85.30705474
10008550,critical,8,106,Commercial,Monday,37.03862589
10008551,medium,8,106,Commercial,Wednesday,115.2356979
10008552,high,7,106,Commercial,Thursday,100.0877157
10008553,critical,8,106,Commercial,Sunday,114.7852034
10008554,critical,15,110,Development,Monday,100.7861954
10008555,critical,5,110,Development,Saturday,58.50636219
10008556,high,1,103,Administrative,Thursday,65.94989124
10008557,critical,6,108,Commercial,Sunday,55.72916464
10008558,medium,7,106,Commercial,Monday,150.3262897
10008559,medium,2,107,Manufacturing,Saturday,161.4149529
10008560,medium,10,107,Manufacturing,Sunday,89.41826669
10008561,low,14,110,Development,Saturday,116.6250706
10008562,low,15,110,Development,Monday,93.14956343
10008563,high,15,110,Development,Tuesday,108.0485704
10008564,critical,19,108,Commercial,Wednesday,90.06785524
